Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT7I7sqrPDjx9A3MfHXLQF6T,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-04 06:00:18
NXT43ePkk5jSaWiWgEq0jaWP6,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-03 06:00:18
NXT6XKMVLhepVcmxNSHJWV7Q7,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-02 06:00:17
NXT7eTiQdgOvghA2U5y7bO0nd,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-01 06:00:16
NXT1vcAzsc5KEsuxoEeYqopFD,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-31 06:00:16
NXT1LIBMzI0i70ejksan5GHuM,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-30 06:00:16
NXT7exYCkO0z74U1znMK9f21N,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-29 05:00:18
NXT5HfqAUyrKgg4HGDxYJfsBO,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-28 05:00:18
NXT2tCoknSOwp5oInlnk44Ad9,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-27 05:00:17
NXTqXsByHzdcRb3DEY68Of8t,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-26 05:00:17
NXT6YWcCJZ2ffF72badDLcvtE,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-25 05:00:17
NXTadYozmV7Frh3PZUGUMCYy,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-24 05:00:16
NXT4iIRZbjPXi8rpODVzMcASy,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-23 05:00:16
NXT4mbCWamOWRZ4Ldhf7rURd2,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-22 05:00:17
NXT3wxH9tgwXtvL6KdGW5n701,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-21 05:00:16
NXT6XXclZ3hgR0x2SL0qjvlxl,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-20 05:00:16
NXTVZrdcHro87ibxzhbHGG0c,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-19 05:00:16
NXT7PLO6HLwvKPnwXGGtJzjQU,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-18 05:00:10
NXT1hqT9mVKG5e3u3OeTjWFVN,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-17 05:00:10
NXT2Vl4SusDm22BSX6oi34T2J,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-16 05:00:10
NXT5ryU8BtkuXBWCOwWhuVtk2,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-15 05:00:10
NXT6WVuYyTBzw2azMIMEIN5MZ,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-14 05:00:10
NXT4kQrntOktH3Y6dc9ylmogH,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-13 05:00:10
NXT24ITTId2hZEuSxBFbF8XP1,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-12 05:00:10
NXT4zE1DNcKkU3nT0nQb5D82Z,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-11 05:00:10
NXT1RidnArGQqcUUfSxYEEwCZ,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-10 05:00:10
NXT2ocPsnwvvWBrqLijRarhZR,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-09 05:00:10
NXT7iByKEsuNeNuzzTgYkAF3z,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-08 05:00:10
NXT3vkZoEOrl2T7J2APif4xiv,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-07 05:00:10
NXT6FeLQt7eZhXHkFjCFaxx6K,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-06 05:00:10
NXT79VjkRiJWFOmgAnk2lEjfm,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-05 05:00:10
NXT5UDOJ0exXB9ZpopktTKLx0,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-04 05:00:10
NXT7fUQiv7nzoTMcR7Wh9Ak2e,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-10-03 05:00:10
NXT5cbrZ78qD1fgGl7AVR9WHh,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-02 05:00:10
NXT7gmCLfC0dEMDUutUN9CNtk,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-01 05:00:10
NXT6O7qFSh1NL6dHVY491Nxh6,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-09-30 05:00:11
NXT3M4WYsZwn1eAsqUOd2wRhl,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-09-29 05:00:11
NXT44keeNDvU8jzHXcfoRhw6R,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-28 05:00:11
NXT3MurhFyu4a6a8QK7EAcs7U,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-09-27 05:00:11
NXT5B7e7huLyU7nIkP6zdk85e,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-26 05:00:11
NXT134Lt0W5QSLoSsDtwHogwu,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-25 05:00:10
NXT4RYKl9DoHl2yj95537SoqY,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-24 05:00:10
NXT3wTbHbO32Fi1H2sb4uuUB9,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-09-23 05:00:11
NXT3D272mHAO68FF5ijQ9yCtR,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-22 05:00:11
NXT7ZF6CvmeZJ5fzOt8NgTIYu,Interest,BTC,0.00000312,BTC,0.00000312,$0.05,-,-,"approved / BTC Interest Earned",2022-09-21 05:00:10
NXTti3RoNu9aoxv822nGPRb1,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-09-20 05:00:10
NXT7iTTJh4hwHdPf3Nfpq3VKq,Interest,BTC,0.00000311,BTC,0.00000311,$0.05,-,-,"approved / BTC Interest Earned",2022-09-19 05:00:10
NXT3F95FmcGO98b5GmzEULZIc,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-18 05:00:10
NXT7UkxDFwGh5qnRqEkE5tVQU,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-17 05:00:10
NXT7iDs70rLpcCkx8hxzxfO7v,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-16 05:00:09
NXT5BTJ7wzjfGnDNDzbJ7ls3n,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-15 05:00:10
NXT3Eyh9b6b2T0T2IWYvruruE,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-14 05:00:10
NXT7SWLDuRaH48HHX0ZWxK8w4,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-13 05:00:09
NXT2GvmSovnM8jaWJaFueTLw8,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-12 05:00:09
NXT1NBKDEv2IPIUDtwzhpq3Mw,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-11 05:00:09
NXTl8jqt1tjrIWxRzl1SYUkx,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-10 05:00:09
NXT4ZOSXsj1tB3sEiaD2QEXD0,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-09 05:00:14
NXT2GN3I5RIilSYuYi9HL9thK,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-08 05:00:10
NXT3EoNUZTNE9Alm0PdhPZPT6,Interest,BTC,0.00000311,BTC,0.00000311,$0.05,-,-,"approved / BTC Interest Earned",2022-09-07 05:00:10
NXT4mFFuryoEH7Y6GFySukgIh,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-06 05:00:10
NXT21c3DT8cjoI6WvLLQH2NML,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-05 05:00:08
NXT1nmzcDU7d4PMRG4FWK1JSQ,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-04 05:00:08
NXT7ZOIv4tlvyh3xEXYy7dqBD,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-03 05:00:08
NXT4P7pEX4Rzf59Gpm7toED6O,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-02 05:00:09
NXT5PEDFG4A0y3AgWQL78s8iD,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-09-01 05:00:08
NXT6Me7HjXsLnNgQXFl5azArN,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-31 05:00:07
NXT2Qg3BgqyVM2uAU0lq1Qx3J,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-30 05:00:10
NXT66TUmNUvliV0TuUPhLNgaI,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-29 05:00:11
NXT2ERGOu3NYh5KDibUlBU90x,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-28 05:00:11
NXT7jRc9OKmysxn5RVeB6NplV,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-27 05:00:10
NXT3R058uSuEhFWRs5l3NqjOn,Top up Crypto,BTC,0.00438988,BTC,0.00438988,$93.41,-,-,"approved / 2cb1e2f7a98803aad23af7a6c0cd7317c200478b6ac5b43aa56b4f00a5e5ea0a",2022-08-26 14:47:27
NXT1cSXJ3vPJJK7Q5SnkOoFdo,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-26 05:00:10
NXT4sOwyPxfFZugJzOCjbRxJ7,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-25 05:00:11
NXT1eApFO2DyT6M69tV9u576r,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-24 05:00:10
NXT1lzbNNKpHayr54ExUiEeHF,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-23 05:00:10
NXT5hOdWfLEpF67EnRL3sx2jT,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-22 05:00:10
NXT7NQGtMvqBXyEQ0WelcStUT,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-21 05:00:09
NXTuZF4mWEjHGVKPyK0KcBR2,Interest,BTC,0.00000311,BTC,0.00000311,$0.06,-,-,"approved / BTC Interest Earned",2022-08-20 05:00:09
NXT3EU3jpPuDUr7AZxyyLGgSy,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-19 05:00:09
NXT1LOnL8POlmsVsqR9pHTOd0,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-18 05:00:09
NXTm5ZnUgbmH5lX0Chupb4nj,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-17 05:00:09
NXT123Xb4fuxZc8ShqcRmwTHe,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-16 05:00:09
NXT35BirBj9qZjNOPrfggDhTE,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-15 05:00:09
NXT3O2PkjbgMC8Hmr2wrfoHz5,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-14 05:00:08
NXT2xQ3GpD6CHnnrm6euPAf7Y,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-13 05:00:08
NXT6srF0k8nQLGEyWaf4EmEHV,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-12 05:00:08
NXT5LmH4znny14ryLTN1mb5Ug,Interest,BTC,0.00000311,BTC,0.00000311,$0.07,-,-,"approved / BTC Interest Earned",2022-08-11 05:00:07
NXT7SEqxOaImqtfoGNIevHUko,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-10 05:00:07
NXT4kcRmMB19k0RIAw3hJlScJ,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-09 05:00:11
NXT3Faasr7aKY0R7cgEveEIN4,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-08 05:00:10
NXT6rTnnWiJTpT9thcKBys7pJ,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-07 05:00:10
NXT1D3hoxmbhRDGR72qlFqflF,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-06 05:00:10
NXT1mLMgE1B9TEQewnuZ1fGk5,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-05 05:00:11
NXT68mTUWFuE5BFCaiyn0IHIB,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-04 05:00:10
NXTX9IJQ554NOsdgvkDbe2y1,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-03 05:00:10
NXT5hYwPpLCQYs2H4bHhYRusC,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-02 05:00:10
NXT6JwVPet2iiSKXiVoUrbvAU,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-08-01 05:00:10
NXT3gjZB07fylynfG2lp2foZB,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-31 05:00:10
NXT1mEDMzHjtcKTwvuZ99xnxS,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-30 05:00:10
NXT1w7vKDwyjuYinnQWh9IDKC,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-29 05:00:10
NXT4SHIOrezMm5CXbyuvMnKjj,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-28 05:00:10
NXT3AwJtG2WomFerRqUfzugHO,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-27 05:00:10
NXT6lssUjMVeikWukxAsghjqc,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-26 05:00:10
NXT9wCb4u8zdH7SeIgdGtDNm,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-25 05:00:10
NXT2dHjC0E1MMCRoE7lV4GRgU,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-24 05:00:10
NXT76DyvzaklwdXkQlRtdsK3P,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-23 05:00:10
NXT1ebBmXU51AS8rFkjNhZwRz,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-22 05:00:09
NXT5XkUF18Q8UHrPZYMoAJoCg,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-21 05:00:09
NXT2pkD5WyPeBCmwyqcdvA1eV,Interest,BTC,0.00000310,BTC,0.00000310,$0.07,-,-,"approved / BTC Interest Earned",2022-07-20 05:00:13
NXT5QsN3TQMz5b7TD3YP9iCe2,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-19 05:00:10
NXT3Ghf2FY8JlYK45Gtl48z4V,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-18 05:00:09
NXTwS8u0dRIJSkLvR07E4ho2,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-17 05:00:08
NXT5PjRxRRlMNwGWi5EXeR8MZ,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-16 05:00:09
NXTU2iC1xzEQ7Eq9G2GeH7Pu,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-15 05:00:09
NXT6BgmzZD4da5YvkSZWfk8qT,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-14 05:00:07
NXT1KoiUpobcDUdxXVJp1kTeD,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-13 05:00:07
NXT6QiITKZvrjGHXqazxEHtYk,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-12 05:00:11
NXT5fQLcgzcr4p9Kb97ms0O1,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-11 05:00:11
NXT3pDC16Khzsfv0izUrNPXgo,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-10 05:00:11
NXT2Xo9Qna5BcurddkJ3XF6pv,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-09 05:00:10
NXT4oL8Y6xeMBAqHYdjg4v5r7,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-08 05:00:10
NXT2TN1lFYDUtOKFZ3sK392rO,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-07 05:00:09
NXT7A33uGtqAdglHUfGKSxOhC,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-06 05:00:09
NXT46EoVKwRZQmzbQ8BTfIG3Z,Interest,BTC,0.00000310,BTC,0.00000310,$0.06,-,-,"approved / BTC Interest Earned",2022-07-05 05:00:09
NXT5X3RrgcC6YjCkzrIngCnUD,Interest,BTC,0.00000310,BTC,0.00000310,$0.05,-,-,"approved / BTC Interest Earned",2022-07-04 05:00:09
NXT5kCCiE9Q0qV6t0k9ayX7dp,Interest,BTC,0.00000310,BTC,0.00000310,$0.05,-,-,"approved / BTC Interest Earned",2022-07-03 05:00:09
NXT3jqCYdc1hwKBP8y0Pb1m1L,Interest,BTC,0.00000310,BTC,0.00000310,$0.05,-,-,"approved / BTC Interest Earned",2022-07-02 05:00:09
NXT1ptQw4FNhympW87pSK24W,Interest,BTC,0.00000309,BTC,0.00000309,$0.06,-,-,"approved / BTC Interest Earned",2022-07-01 05:00:08
NXT5X49P7kCHN7VnnnV6tsZ3f,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-30 05:00:08
NXT4KZzmzWvJEloQ9cbfZJqkK,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-29 05:00:07
NXT5Vt5JtP5eVnZa9xvOvBa9d,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-28 05:00:06
NXT3yTPVU50e8mtjPqsYtDVS7,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-27 05:00:07
NXT5Pbv1fRnI78uwJd0tkyuX2,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-26 05:00:07
NXT2GueeXLikU0JZd91fdhQ2j,Interest,BTC,0.00000411,BTC,0.00000411,$0.08,-,-,"approved / BTC Interest Earned",2022-06-25 05:00:07
NXT62NJHeekNXrJpR7lCz4sn8,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-24 05:00:06
NXTnLVsOiTS9OekciJ69BkWy,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-23 05:00:07
NXTu7zvPJCCNufUJtQo54aoC,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-22 05:00:07
NXT4AuWLCboLDkZzVuXC58C59,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-21 05:00:07
NXT29ygRuOUsjMWXSQJt4gjL8,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-20 05:00:06
NXT6XneoGdurd5H1XE8dG58pr,Interest,BTC,0.00000410,BTC,0.00000410,$0.07,-,-,"approved / BTC Interest Earned",2022-06-19 05:00:07
NXT67FFv4TUnK7sE8JhTza8S,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-18 05:00:07
NXT1LkXpiOMYp3mcuVH0RuxW,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-17 05:00:07
NXT3r0b2a8qQqC16a6b9LXMoU,Interest,BTC,0.00000410,BTC,0.00000410,$0.09,-,-,"approved / BTC Interest Earned",2022-06-16 05:00:08
NXT5GuSzT8RLpqqimL6EtcGwH,Interest,BTC,0.00000410,BTC,0.00000410,$0.08,-,-,"approved / BTC Interest Earned",2022-06-15 05:00:07
NXT3MtWh69a8G9u6hQb0LNeRD,Interest,BTC,0.00000410,BTC,0.00000410,$0.09,-,-,"approved / BTC Interest Earned",2022-06-14 05:00:07
NXT5Vpejoa2Ljgb18azVE4bEJ,Interest,BTC,0.00000410,BTC,0.00000410,$0.10,-,-,"approved / BTC Interest Earned",2022-06-13 05:00:07
NXT4jydW3oiprL8hWvudXm41v,Interest,BTC,0.00000410,BTC,0.00000410,$0.11,-,-,"approved / BTC Interest Earned",2022-06-12 05:00:06
NXT4C7QI1LrxbHiGJZhMeMCtK,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-11 05:00:07
NXT50MHRbsjq7lv3HggQD6WeX,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-10 05:00:06
NXT3JTn5qqDzHPdrD1QdEuWSH,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-09 05:00:06
NXT52Cgh19CqkxYuooXGBsWv0,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-08 05:00:06
NXT1wB31QGr5qX0GXOBl4iqEi,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-07 05:00:06
NXT434ZyyTrUv0JP1Y5pSBvCv,Interest,BTC,0.00000410,BTC,0.00000410,$0.12,-,-,"approved / BTC Interest Earned",2022-06-06 05:00:06
